channelName,subscriberCount,averageViews,averageLikes,country,category_1,category_2,category_3,category_4,category_5,category_6,category_7,category_8,category_9,subs_tier,engagement_rate
Audrey Flack and the History of Art Band - Topic,11,78.15384615384616,1.7692307692307692,,Pop music,Music,Country music,,,,,,,Emerging,16.083916083916083
Miss Wetton - GCSE Science Revision,16800,24001.136363636364,630.26,GB,Knowledge,,,,,,,,,Micro-influencer,3.751547619047619
Transforming Education,1990,20716.63157894737,110.1842105263158,US,Health,Knowledge,Society,,,,,,,Nano-influencer,5.536895001322402
Hands-On Education,1730,4447.115384615385,13.56,GB,Knowledge,Lifestyle (sociology),,,,,,,,Nano-influencer,0.7838150289017342
Klysee Beauty,9,203.79310344827587,1.9655172413793105,GB,Lifestyle (sociology),,,,,,,,,Emerging,21.839080459770116
Big Food Zone,464000,2655310.3666666667,7843.18,IN,Hobby,Food,Lifestyle (sociology),,,,,,,Mid-tier influencer,1.6903405172413792
Tech N9ne - Topic,96900,462593.397941681,1265.42,,Music,Hip hop music,Pop music,,,,,,,Mid-tier influencer,1.3059029927760577
Premier Golf Travel,22,193.02777777777777,0.5,US,Sport,Lifestyle (sociology),Golf,Tourism,,,,,,Emerging,2.272727272727273
SHORT FOOD,4,617.125,13.0,,Lifestyle (sociology),Food,,,,,,,,Emerging,325.0
Travel Trivia,1,5.0,1.0,EG,No topic categories assigned,,,,,,,,,Emerging,100.0
@Sami music ,22,332.8333333333333,7.166666666666667,,Pop music,Music,Music of Asia,,,,,,,Emerging,32.57575757575758
BEAUTY NEWS,488000,126884.90570430734,569.94,AU,Lifestyle (sociology),,,,,,,,,Mid-tier influencer,0.11679098360655739
Addie And Mikey Animals and gaming,65,996.3478260869564,14.791666666666666,,Pet,Lifestyle (sociology),,,,,,,,Emerging,22.756410256410255
Mialsa Music - Relaxing Piano Music,44000,32445.873754152824,13.16,US,Electronic music,Music,,,,,,,,Micro-influencer,0.02990909090909091
Yadi Beauty,3680,917.5103305785124,44.14,US,Lifestyle (sociology),,,,,,,,,Nano-influencer,1.1994565217391304
Gaming Nacho,29000,3884.940734557596,137.12,GB,Strategy video game,Action-adventure game,Video game culture,Action game,Role-playing video game,,,,,Micro-influencer,0.4728275862068966
Fitness Workout Hits - Topic,191,87.4793491864831,0.58,,Pop music,Physical fitness,Music,Electronic music,,,,,,Emerging,0.3036649214659686
Chroma Music - Topic,16,1635.25,40.75,,Pop music,Music,Christian music,,,,,,,Emerging,254.6875
Jumping Fitness mit Christina,13700,19203.85714285714,212.68,DE,Health,Physical fitness,Lifestyle (sociology),,,,,,,Micro-influencer,1.5524087591240876
funny animals video ,2000,2629.2477064220184,14.22,IN,Film,Lifestyle (sociology),Entertainment,Humour,,,,,,Nano-influencer,0.711
Pehnawa Fashions,6420,1143.342644320298,29.36,IN,Lifestyle (sociology),Fashion,Hobby,,,,,,,Nano-influencer,0.4573208722741433
Beauty and the Boutique,153000,16236.96017699115,47.58,GB,Lifestyle (sociology),,,,,,,,,Mid-tier influencer,0.031098039215686275
Animators VS Games,1310000,417661.31933701655,4613.86,US,Puzzle video game,Action game,Video game culture,Action-adventure game,Strategy video game,Role-playing video game,,,,Mega-influencer,0.35220305343511443
Chris Kehoe - Comedy,17,471.3333333333333,4.666666666666667,,Film,Humour,Entertainment,,,,,,,Emerging,27.450980392156865
Nikhil Sharma Fitness | 2 Min Rest Life,260,6028.879310344828,92.38,,Health,Physical fitness,Lifestyle (sociology),,,,,,,Emerging,35.53076923076923
ArmComedy,149000,31924.88713798978,647.66,,Politics,Society,Entertainment,,,,,,,Mid-tier influencer,0.4346711409395973
History Latinoamérica,7370000,96501.77386562542,304.34,MX,Society,Entertainment,Film,Television program,Knowledge,,,,,Mega-influencer,0.00412944369063772
Shahrad Fitness,5,1279.4444444444443,5.111111111111111,,Physical fitness,Health,Lifestyle (sociology),,,,,,,Emerging,102.22222222222221
Right Brain Education Library .com,21700,8971.253246753247,12.58,US,Knowledge,Health,,,,,,,,Micro-influencer,0.05797235023041475
Jersey Beauty Company,823,2538.8189655172414,14.18,GB,Lifestyle (sociology),Health,,,,,,,,Emerging,1.7229647630619684
Desi Gaming ,40,73.1,15.0,,Action game,Video game culture,Action-adventure game,,,,,,,Emerging,37.5
News Now Scotland,6640,8354.326203208557,112.26,,Society,,,,,,,,,Nano-influencer,1.6906626506024096
Worcester News Tonight,3560,211.8949039988451,2.96,US,Entertainment,Politics,Society,Television program,,,,,,Nano-influencer,0.08314606741573034
vikku fitness ,27,221.8,14.0,IN,Physical fitness,Lifestyle (sociology),,,,,,,,Emerging,51.851851851851855
Digital History Berlin,344,118.20833333333331,0.04,,Knowledge,,,,,,,,,Emerging,0.011627906976744186
Onespot Gaming,3560000,552370.3123495012,483.54,IN,Action-adventure game,Video game culture,Action game,Role-playing video game,,,,,,Mega-influencer,0.013582584269662922
Fitness Dj - Topic,1,11.066666666666666,0.12,,Hip hop music,Physical fitness,Music,Electronic music,Lifestyle (sociology),,,,,Emerging,12.0
Travel with Fanni,587,1475.958904109589,24.94,HU,Hobby,Lifestyle (sociology),Tourism,,,,,,,Emerging,4.248722316865417
All about Sports,1740,1465.9233128834355,29.9,IN,Association football,Sport,Cricket,,,,,,,Nano-influencer,1.7183908045977012
Nat Webb Comedy,386,471.3720190779014,4.5,GB,Humour,Entertainment,Lifestyle (sociology),Film,,,,,,Emerging,1.16580310880829
Jumper man Tech,115000,39704.39230769231,281.3,US,Technology,Lifestyle (sociology),,,,,,,,Mid-tier influencer,0.2446086956521739
History of Revolutions,5810,1228.06,16.36,,Knowledge,Religion,Society,,,,,,,Nano-influencer,0.28158347676419965
Sports and gaming ,5860,4326.785714285715,51.96,IN,Sport,Cricket,,,,,,,,Nano-influencer,0.8866894197952219
Emu Music - Topic,466,3989.782857142857,23.46,,Independent music,Pop music,Music,Christian music,,,,,,Emerging,5.034334763948498
Mullage Music,28600,744180.4444444445,6016.310344827586,US,Soul music,Hip hop music,Music,Pop music,Rhythm and blues,,,,,Micro-influencer,21.03605015673981
Gym Direct,1010000,116771.13605130554,191.5,,Television program,Physical fitness,Lifestyle (sociology),Health,,,,,,Mega-influencer,0.01896039603960396
Free Salon Education,1070000,106058.87960872836,277.66,US,Lifestyle (sociology),,,,,,,,,Mega-influencer,0.025949532710280377
AGA EDUCATION UNIT ,40,41.55555555555556,3.0,LK,Knowledge,,,,,,,,,Emerging,7.5
Phúc Trọng Vlogs,995000,225478.2505800464,1326.56,VN,Lifestyle (sociology),,,,,,,,,Macro-influencer,0.13332261306532664
Alfie & Charlie’s Travel Addiction,1370,1460.9147727272727,36.18,GB,Tourism,Lifestyle (sociology),,,,,,,,Nano-influencer,2.640875912408759
Movies Massala • 2.5M Views • 5 hours ago        ,528,30859.0,167.28571428571428,IN,Film,Entertainment,,,,,,,,Emerging,31.682900432900432
International and Foreign Language Education (IFLE) Office,1010,318.3333333333333,2.82,US,Lifestyle (sociology),Knowledge,Society,,,,,,,Nano-influencer,0.27920792079207923
Deity Nails Beauty & Education Nadia jennings,12,39.77777777777778,1.4444444444444444,,Hobby,Lifestyle (sociology),,,,,,,,Emerging,12.037037037037036
Sal Makes Movies,143,396.6923076923077,6.230769230769231,,Technology,Lifestyle (sociology),,,,,,,,Emerging,4.357181280258203
eCon One Musical News - Topic,12,4.211981566820277,0.02,,Electronic music,Independent music,Music,Pop music,,,,,,Emerging,0.16666666666666666
fashion centre ,1200,405.9391304347826,1.44,,Hobby,Lifestyle (sociology),Fashion,,,,,,,Nano-influencer,0.12
12 Science master ,4,15.0,2.0,,No topic categories assigned,,,,,,,,,Emerging,50.0
Food Gallery,40,922.7931034482758,11.20689655172414,GB,Food,Lifestyle (sociology),,,,,,,,Emerging,28.01724137931035
Casio Education UK,2930,6199.738562091503,4.6,GB,Lifestyle (sociology),Knowledge,Technology,,,,,,,Nano-influencer,0.1569965870307167
Anthony's Luxury Travel Diary,4760,2038.2603938730856,47.3,GB,Food,Lifestyle (sociology),Tourism,,,,,,,Nano-influencer,0.9936974789915967
Gujarati Comedy,648000,391587.89896373055,653.72,,Entertainment,Film,,,,,,,,Macro-influencer,0.10088271604938272
Tricky Comedy Tv,358000,137788.54355400696,784.12,KE,Entertainment,Film,Music,,,,,,,Mid-tier influencer,0.21902793296089385
History Lore,3,1303.0,12.5,,Knowledge,Society,,,,,,,,Emerging,416.6666666666667
Sweet animals,3,263.5,19788.5,,No topic categories assigned,,,,,,,,,Emerging,659616.6666666666
The Daily Show,12700000,995720.7473010796,17680.48,US,Entertainment,Society,Television program,Politics,Film,,,,,Celebrity,0.1392163779527559
？vlog,9750,4613.051282051282,143.7,,Lifestyle (sociology),Food,,,,,,,,Nano-influencer,1.4738461538461536
Armaan Walia Gaming ,17900,22959.585714285713,422.22,IN,Action-adventure game,Video game culture,Action game,Simulation video game,,,,,,Micro-influencer,2.3587709497206704
Fierce Animals,4,15.333333333333334,0.3333333333333333,,Lifestyle (sociology),Hobby,,,,,,,,Emerging,8.333333333333332
Comedy Movie Channel-25,231,135239.0,1356.0,,No topic categories assigned,,,,,,,,,Emerging,587.012987012987
Viking Science,98,197.63636363636363,4.136363636363637,,Knowledge,,,,,,,,,Emerging,4.220779220779221
KHAN EDUCATION,1,34.0,1.0,IN,No topic categories assigned,,,,,,,,,Emerging,100.0
Daily Update news ,422,1750.3,32.9,,Politics,Society,,,,,,,,Emerging,7.796208530805687
Saurus Gaming,206000,191639.20603015076,3456.28,HR,Role-playing video game,Action game,Video game culture,Action-adventure game,,,,,,Mid-tier influencer,1.6778058252427184
Ozmo movies,17,160.86666666666667,1.2666666666666666,,Hobby,Lifestyle (sociology),,,,,,,,Emerging,7.450980392156862
NELTV CLASSIC MOVIES,1360000,53009.13467874794,32.9,NG,Television program,Film,Entertainment,,,,,,,Mega-influencer,0.0024191176470588233
Wow Such Gaming,828000,544552.9195121952,4964.98,US,Video game culture,Entertainment,Film,Action-adventure game,Action game,Role-playing video game,,,,Macro-influencer,0.599635265700483
Cooking Travel Food,2380,1871.0358744394616,31.42,GB,Food,Lifestyle (sociology),Tourism,,,,,,,Nano-influencer,1.3201680672268907
Sooper Vlog,17400,10539.861111111111,47.96,PK,Lifestyle (sociology),Tourism,,,,,,,,Micro-influencer,0.275632183908046
NEIL SEAN'S DAILY NEWS HEADLINES,429000,72513.36044529134,6894.76,GB,Politics,Society,,,,,,,,Mid-tier influencer,1.6071701631701631
Gaming Historian,1080000,992311.3263888888,34703.84,US,Lifestyle (sociology),Technology,Video game culture,Action game,,,,,,Mega-influencer,3.213318518518518
Integrative Travel,11700,124389.9393939394,4056.636363636363,,Lifestyle (sociology),Tourism,,,,,,,,Micro-influencer,34.672105672105666
White Bird Music,410000,2752753.4765625,10134.14,TH,Music of Asia,Music,Pop music,,,,,,,Mid-tier influencer,2.471741463414634
Animals in the Form of Spheres,13,110.83333333333331,4.833333333333333,,Electronic music,Independent music,Rock music,Music,Pop music,,,,,Emerging,37.179487179487175
LTT Game Nerf Guns,6600000,1148656.7688518378,163.36,US,Hobby,Lifestyle (sociology),Video game culture,,,,,,,Mega-influencer,0.0024751515151515153
 FARHAT FITNESS ,15300,115300.76785714286,5686.3,,Physical fitness,Lifestyle (sociology),Health,,,,,,,Micro-influencer,37.165359477124184
Psico Vlog,377000,36961.430686406464,316.94,ES,Lifestyle (sociology),Knowledge,Society,Health,,,,,,Mid-tier influencer,0.08406896551724138
Altrincham College History,85,289.5,2.9642857142857144,,Health,Knowledge,,,,,,,,Emerging,3.4873949579831933
moreON movies,2770,2047.2427983539096,140.04,GB,Entertainment,Film,,,,,,,,Nano-influencer,5.055595667870036
Outside beauty,47,138.5,17.666666666666668,,Lifestyle (sociology),Hobby,Tourism,,,,,,,Emerging,37.5886524822695
Talia's Vlog,12400,4497.899474868717,39.38,PH,Lifestyle (sociology),Food,,,,,,,,Micro-influencer,0.31758064516129036
Travel Lene,70,463.2619047619048,10.61904761904762,NO,Tourism,Lifestyle (sociology),Food,,,,,,,Emerging,15.170068027210885
khanti Odia food vlogs,33,432.25,20.75,,Lifestyle (sociology),Food,,,,,,,,Emerging,62.878787878787875
Crown Gaming 777,1,51.0,4.5,,No topic categories assigned,,,,,,,,,Emerging,450.0
Education By Design | Phil Evans,19,94.95833333333331,0.875,US,Society,Knowledge,,,,,,,,Emerging,4.605263157894737
Fashion Trends,2680,4621.9047619047615,69.0952380952381,LK,Hobby,Fashion,Lifestyle (sociology),,,,,,,Nano-influencer,2.57818052594172
Apex gaming ,26,319.8421052631579,6.842105263157895,IN,Action game,Role-playing video game,Video game culture,Action-adventure game,,,,,,Emerging,26.315789473684212
EdSci Education & Science,11000,20355.95348837209,250.08,US,Lifestyle (sociology),Knowledge,Health,,,,,,,Micro-influencer,2.2734545454545456
Xe Ôm Vlog,1120000,360630.8390446521,949.92,VN,Lifestyle (sociology),Vehicle,Motorsport,,,,,,,Mega-influencer,0.08481428571428572
vinay ff ccdon gaming ,164,515.4342105263158,15.96,IN,Role-playing video game,Action-adventure game,Video game culture,Action game,,,,,,Emerging,9.731707317073171
JOHAR MEDIA TV NEWS,1070,659.2196078431373,2.46,IN,Society,Politics,,,,,,,,Nano-influencer,0.22990654205607478
Tech Accessories,15,2712.6666666666665,6.888888888888889,GB,Technology,Lifestyle (sociology),,,,,,,,Emerging,45.92592592592593
Nirvana Fitness,288,2400.222222222222,18.333333333333332,,Health,Lifestyle (sociology),Physical fitness,,,,,,,Emerging,6.3657407407407405
Excel Educational Institute,88500,3768.571176729837,32.12,IN,Knowledge,Business,,,,,,,,Mid-tier influencer,0.03629378531073446
FTT Gaming,197000,69281.29652351738,861.86,IN,Action game,Role-playing video game,Video game culture,Action-adventure game,Strategy video game,,,,,Mid-tier influencer,0.43749238578680205
Bof games,82800,16763.030243902438,1644.52,NG,Video game culture,Sports game,,,,,,,,Mid-tier influencer,1.9861352657004832
Norway Travel,23,290.3333333333333,12.166666666666666,NO,Tourism,Lifestyle (sociology),,,,,,,,Emerging,52.89855072463767
(Tech) Hamstar,25,496.8571428571428,12.428571428571429,US,Video game culture,Technology,Lifestyle (sociology),,,,,,,Emerging,49.714285714285715
Freedom News Now,119000,52102.80357142857,1456.3,US,Knowledge,Society,,,,,,,,Mid-tier influencer,1.223781512605042
JANINE JOHN MUSIC,6530,6690.930555555556,60.8,GB,Pop music,Music,Christian music,Independent music,Religion,,,,,Nano-influencer,0.9310872894333844
Aima Food Diary ,1750,489.5,41.36,PK,Food,Lifestyle (sociology),,,,,,,,Nano-influencer,2.3634285714285714
The History Seen,4250,2967.5454545454545,95.36363636363636,GB,Lifestyle (sociology),Religion,Tourism,Knowledge,Hobby,,,,,Nano-influencer,2.243850267379679
Bedfont Sports Club,226,280.78333333333336,2.36,GB,Sport,Association football,Lifestyle (sociology),,,,,,,Emerging,1.0442477876106195
PS Tech MSP,449,907.9230769230768,17.615384615384617,GB,Knowledge,Technology,Lifestyle (sociology),,,,,,,Emerging,3.923248243960939
Marine Education,1310,1157.3870967741937,43.0,,Lifestyle (sociology),Knowledge,Technology,,,,,,,Nano-influencer,3.282442748091603
indu.beauty,47,61.9,1.6,,Lifestyle (sociology),,,,,,,,,Emerging,3.404255319148936
Tasti Food,1920,1263.6029411764705,25.02,GB,Lifestyle (sociology),Food,,,,,,,,Nano-influencer,1.303125
Jade's Fitness Bucket List,3830,1563.4238845144357,48.46,,Health,Lifestyle (sociology),Physical fitness,,,,,,,Nano-influencer,1.2652741514360313
Sakya Academy of Higher Education,34500,5809.392739273927,11.8,LK,Knowledge,Society,,,,,,,,Micro-influencer,0.034202898550724635
OUKHOU Recordz_2025 PNG latest official music 🇵🇬 ,18,223.71428571428572,0.9523809523809524,,Reggae,Music,,,,,,,,Emerging,5.291005291005291
FIFI HAIR AND BEAUTY,18700,18584.439024390245,315.98,GB,Lifestyle (sociology),,,,,,,,,Micro-influencer,1.6897326203208556
Yourpedia Education,280000,4066.932794026135,25.22,IN,Lifestyle (sociology),Knowledge,Technology,,,,,,,Mid-tier influencer,0.009007142857142858
Soft Calm Music,919000,400199.1029411765,134.52,,Music,Electronic music,Health,,,,,,,Macro-influencer,0.014637649619151254
Fougees Beauty,11600,5421.51497005988,2.32,GB,Lifestyle (sociology),Health,,,,,,,,Micro-influencer,0.019999999999999997
Bear Necessities Fashion,9,191.36,2.4,,Hobby,Fashion,Lifestyle (sociology),,,,,,,Emerging,26.666666666666668
Travel Secrets The Podcast,5250,3239.0,74.22,,Tourism,Lifestyle (sociology),,,,,,,,Nano-influencer,1.4137142857142857
Katana Gaming,330,330.35,15.525,,Strategy video game,Action game,Video game culture,Action-adventure game,,,,,,Emerging,4.704545454545454
Renaissance Woman of Style,1330,1357.225806451613,3.02,CA,Fashion,Lifestyle (sociology),Hobby,,,,,,,Nano-influencer,0.22706766917293233
MenAtArms Gaming,86400,11515.2087517934,2351.66,IN,Action game,Video game culture,Role-playing video game,,,,,,,Mid-tier influencer,2.7218287037037037
Veevi Fashion,1130,875.7884615384615,10.94,,Fashion,Lifestyle (sociology),Hobby,,,,,,,Nano-influencer,0.968141592920354
Comedy Central UK,2320000,161089.65594314036,194.72,GB,Entertainment,Television program,Film,,,,,,,Mega-influencer,0.008393103448275862
P45 Movies,65,11611.363636363636,18.0,,Film,Entertainment,Television program,,,,,,,Emerging,27.692307692307693
Sham Idrees VLOGS,2500000,560050.6774193548,21845.88,CA,Lifestyle (sociology),,,,,,,,,Mega-influencer,0.8738352
Bollicine Fashion - Колготки и чулки из Италии,137,642.6122448979592,12.571428571428571,RU,Lifestyle (sociology),Fashion,,,,,,,,Emerging,9.176225234619395
Square Mile Fitness,47,133.42857142857142,5.095238095238095,GB,Lifestyle (sociology),Health,Physical fitness,,,,,,,Emerging,10.840932117527862
ROFL Comedy Club,411,1536.2134831460671,16.8,GB,Performing arts,Film,Humour,Entertainment,Television program,,,,,Emerging,4.087591240875913
The Beauty Protocole,22300,39071.763636363634,548.9,NZ,Lifestyle (sociology),Physical attractiveness,,,,,,,,Micro-influencer,2.461434977578475
GAAS MUSIC - Topic,38,282.77777777777777,5.888888888888889,,Hip hop music,Pop music,Music,Jazz,,,,,,Emerging,15.497076023391813
Sadia's food world,557,134.4127906976744,12.58,GB,Lifestyle (sociology),Food,,,,,,,,Emerging,2.258527827648115
Dipali tech & shopping lover ,526,51.8,2.1515151515151514,,Lifestyle (sociology),,,,,,,,,Emerging,0.409033298767139
Diana Beauty Tips,364,2373.153846153846,67.38461538461539,GB,Health,Lifestyle (sociology),,,,,,,,Emerging,18.512256973795438
Janekate Fitness,1090000,232893.17307692303,1334.44,ES,Physical fitness,Health,Lifestyle (sociology),,,,,,,Mega-influencer,0.12242568807339449
Animals cartoon,2,0.5,0.5,IN,No topic categories assigned,,,,,,,,,Emerging,25.0
U Music - Topic,203,9808.0,84.6,,Music of Asia,Music,Hip hop music,Electronic music,Pop music,,,,,Emerging,41.67487684729064
The Avenue Film,12200,41334.30593607306,14.76,US,Film,Entertainment,,,,,,,,Micro-influencer,0.12098360655737705
US Air Force Air Education and Training Command Band of the West - Topic,4,111.14285714285714,1.3928571428571428,,Music,Classical music,,,,,,,,Emerging,34.82142857142857
